#n_gente  p_exito
80.0000 0.4204
81.0000 0.4295
82.0000 0.4441
83.0000 0.4505
84.0000 0.4654
85.0000 0.4791
86.0000 0.4907
87.0000 0.4989
88.0000 0.5131
89.0000 0.5235
90.0000 0.5314
91.0000 0.5448
92.0000 0.5591
93.0000 0.5701
94.0000 0.5779
95.0000 0.5933
96.0000 0.6028
97.0000 0.6125
98.0000 0.6222
99.0000 0.6357
